,score,randomforest-100-accuracy (mean),randomforest-100-accuracy (std),randomforest-100-f1-score macro (mean),randomforest-100-f1-score macro (std),randomforest-100-f1-score weighted (mean),randomforest-100-f1-score weighted (std),KNN-5-accuracy (mean),KNN-5-accuracy (std),KNN-5-f1-score macro (mean),KNN-5-f1-score macro (std),KNN-5-f1-score weighted (mean),KNN-5-f1-score weighted (std),SVM-rbf-C1.0-accuracy (mean),SVM-rbf-C1.0-accuracy (std),SVM-rbf-C1.0-f1-score macro (mean),SVM-rbf-C1.0-f1-score macro (std),SVM-rbf-C1.0-f1-score weighted (mean),SVM-rbf-C1.0-f1-score weighted (std),num_params,num_trainable_params,timestamp,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,checkpoint_dir_name,config/batch_size,config/num_HL,config/latent_dim,config/opt_lr,config/opt_wd,logdir,error_type,error_message,error_traceback
0,0.484037558685446,0.484037558685446,0.011960318500335219,0.49286895784998047,0.011912012153565356,0.4928689578499806,0.011912012153565351,0.3967136150234742,0.0,0.37041149541149543,0.0,0.37041149541149543,0.0,0.44835680751173707,0.0,0.39967261199953613,0.0,0.39967261199953613,0.0,388569,388569,1698001477,False,1,d154d876,2023-10-22_19-04-37,35.609782218933105,35.609782218933105,81268,1105bb7c0067,172.17.0.2,35.609782218933105,1,,107,4,52,0.00013152050321260496,8.035180390530775e-06,d154d876,,,
1,0.4535211267605634,0.4535211267605634,0.009259663344279821,0.4622026781575793,0.008573405217603719,0.4622026781575793,0.008573405217603714,0.4295774647887324,0.0,0.4104875331088724,0.0,0.4104875331088724,0.0,0.42488262910798125,0.0,0.4008339678595168,0.0,0.4008339678595169,0.0,358424,358424,1698001520,True,1,b8844f63,2023-10-22_19-05-20,56.462825536727905,56.462825536727905,81373,1105bb7c0067,172.17.0.2,56.462825536727905,1,,64,4,29,0.0002644977136089652,5.4045377945639285e-06,b8844f63,,,
2,0.3969483568075117,0.3969483568075117,0.012704280871112488,0.4062140621950004,0.012266929147547023,0.4062140621950004,0.012266929147547026,0.3568075117370892,0.0,0.361544487278163,0.0,0.36154448727816296,0.0,0.3333333333333333,0.0,0.3152329929406949,0.0,0.3152329929406949,0.0,418849,418849,1698001496,True,1,fb497691,2023-10-22_19-04-56,18.764358282089233,18.764358282089233,81268,1105bb7c0067,172.17.0.2,18.764358282089233,1,,118,5,2,0.0002550067149582225,4.491865324467203e-06,fb497691,,,
3,0.6093896713615023,0.6093896713615023,0.008981749516295294,0.6149751208972104,0.008787347776453987,0.6149751208972104,0.008787347776453961,0.5774647887323944,0.0,0.580807761152215,0.0,0.580807761152215,0.0,0.5234741784037559,0.0,0.4814512876529351,0.0,0.48145128765293516,0.0,700514,700514,1698001527,False,1,00f00b14,2023-10-22_19-05-27,37.14871096611023,37.14871096611023,81470,1105bb7c0067,172.17.0.2,37.14871096611023,1,,124,7,53,1.8660928313367658e-05,5.134194941268759e-06,00f00b14,,,
4,0.6016431924882629,0.6016431924882629,0.012199799493132654,0.6089396933304916,0.011534474239409571,0.6089396933304916,0.011534474239409587,0.4624413145539906,0.0,0.4448566340115688,0.0,0.44485663401156883,0.0,0.5211267605633803,0.0,0.47772464175968493,0.0,0.4777246417596849,0.0,644725,644725,1698001521,False,1,5e51e906,2023-10-22_19-05-21,25.250861883163452,25.250861883163452,81268,1105bb7c0067,172.17.0.2,25.250861883163452,1,,89,6,76,0.00012700893888685193,5.284212291305298e-06,5e51e906,,,
5,0.5924882629107981,0.5924882629107981,0.010508464453333036,0.5970636716435542,0.011222321286293904,0.5970636716435542,0.011222321286293904,0.48826291079812206,0.0,0.4775763908792254,0.0,0.4775763908792253,0.0,0.4671361502347418,0.0,0.42405172512276484,0.0,0.4240517251227648,0.0,262556,262556,1698001586,True,1,85524d36,2023-10-22_19-06-26,65.78111481666565,65.78111481666565,81373,1105bb7c0067,172.17.0.2,65.78111481666565,1,,108,3,33,3.254863891123171e-05,9.777651623337615e-07,85524d36,,,
6,0.5664319248826291,0.5664319248826291,0.013363798429568337,0.5651012202256604,0.013838604102615806,0.5651012202256603,0.01383860410261578,0.4647887323943662,0.0,0.44118826507149356,0.0,0.44118826507149356,0.0,0.45774647887323944,0.0,0.39237537214842094,0.0,0.392375372148421,0.0,536636,536636,1698001555,True,1,e9d60e07,2023-10-22_19-05-55,33.662967681884766,33.662967681884766,81268,1105bb7c0067,172.17.0.2,33.662967681884766,1,,94,6,19,0.00041757919728383354,5.218037767924637e-06,e9d60e07,,,
7,0.5901408450704226,0.5901408450704226,0.011364993837474382,0.593576156592061,0.010414213232946189,0.593576156592061,0.010414213232946183,0.5070422535211268,0.0,0.5027938000634858,0.0,0.5027938000634857,0.0,0.5234741784037559,0.0,0.4626661556865776,0.0,0.4626661556865776,0.0,262556,262556,1698001567,True,1,1932e490,2023-10-22_19-06-07,39.184820890426636,39.184820890426636,81470,1105bb7c0067,172.17.0.2,39.184820890426636,1,,69,3,33,0.00014760254958158075,4.877902053326389e-07,1932e490,,,
8,0.5584507042253521,0.5584507042253521,0.010625793706813413,0.5677282436007656,0.010069856263690809,0.5677282436007656,0.010069856263690797,0.4413145539906103,0.0,0.4470918294381396,0.0,0.4470918294381395,0.0,0.4225352112676056,0.0,0.3799009284790475,0.0,0.37990092847904744,0.0,724062,724062,1698001620,True,1,fa48c7ec,2023-10-22_19-07-00,74.1583023071289,74.1583023071289,81693,1105bb7c0067,172.17.0.2,74.1583023071289,1,,124,7,63,4.599210907913707e-05,4.718954916514172e-06,fa48c7ec,,,
9,0.46971830985915497,0.46971830985915497,0.012573485202668612,0.47864600734013685,0.012236061340802832,0.47864600734013674,0.012236061340802816,0.4507042253521127,0.0,0.43743217037962207,0.0,0.4374321703796221,0.0,0.3075117370892019,0.0,0.28152722433431376,0.0,0.28152722433431376,0.0,274816,274816,1698001592,True,1,7a405946,2023-10-22_19-06-32,37.2372522354126,37.2372522354126,81268,1105bb7c0067,172.17.0.2,37.2372522354126,1,,87,3,45,0.0006156738794063011,6.907241605645076e-06,7a405946,,,
