,score,randomforest-100-accuracy (mean),randomforest-100-accuracy (std),randomforest-100-f1-score macro (mean),randomforest-100-f1-score macro (std),randomforest-100-f1-score weighted (mean),randomforest-100-f1-score weighted (std),KNN-5-accuracy (mean),KNN-5-accuracy (std),KNN-5-f1-score macro (mean),KNN-5-f1-score macro (std),KNN-5-f1-score weighted (mean),KNN-5-f1-score weighted (std),SVM-rbf-C1.0-accuracy (mean),SVM-rbf-C1.0-accuracy (std),SVM-rbf-C1.0-f1-score macro (mean),SVM-rbf-C1.0-f1-score macro (std),SVM-rbf-C1.0-f1-score weighted (mean),SVM-rbf-C1.0-f1-score weighted (std),num_params,num_trainable_params,timestamp,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,checkpoint_dir_name,config/batch_size,config/num_HL,config/latent_dim,config/opt_lr,config/opt_wd,logdir,error_type,error_message,error_traceback
0,0.467605633802817,0.467605633802817,0.009199961475241991,0.478273658693691,0.009537499144503168,0.4782736586936909,0.009537499144503157,0.4272300469483568,0.0,0.4377978616166797,0.0,0.4377978616166798,0.0,0.38497652582159625,0.0,0.34218260745910517,0.0,0.3421826074591051,0.0,439288,439288,1698001409,False,1,1745f77b,2023-10-22_19-03-29,30.875870943069458,30.875870943069458,508459,ff5996df3739,172.17.0.2,30.875870943069458,1,,79,5,17,3.968456082566993e-05,5.315568749920919e-07,1745f77b,,,
1,0.4410798122065728,0.4410798122065728,0.011473567520985857,0.45306341531701266,0.010614354232601599,0.45306341531701266,0.01061435423260159,0.4107981220657277,0.0,0.41965789589034125,0.0,0.41965789589034114,0.0,0.40375586854460094,0.0,0.3741159374834669,0.0,0.37411593748346694,0.0,709898,709898,1698001438,True,1,db475e1a,2023-10-22_19-03-58,28.694741249084473,28.694741249084473,508459,ff5996df3739,172.17.0.2,28.694741249084473,1,,93,8,13,4.063348093254522e-05,5.500709915186775e-07,db475e1a,,,
2,0.5704225352112675,0.5704225352112675,0.011737089201877932,0.5750251913758209,0.01062046047531206,0.5750251913758209,0.01062046047531208,0.42488262910798125,0.0,0.3821979315258825,0.0,0.38219793152588244,0.0,0.4694835680751174,0.0,0.45423164056698145,0.0,0.4542316405669814,0.0,140625,140625,1698001628,True,1,6f074530,2023-10-22_19-07-08,190.35143208503723,190.35143208503723,508459,ff5996df3739,172.17.0.2,190.35143208503723,1,,81,2,14,2.3572636955213648e-05,7.264639169343379e-07,6f074530,,,
3,0.6030516431924883,0.6030516431924883,0.014563452928869588,0.6077033116152286,0.014035366227690537,0.6077033116152286,0.014035366227690535,0.460093896713615,0.0,0.4437187703500969,0.0,0.4437187703500969,0.0,0.5211267605633803,0.0,0.516245202224424,0.0,0.516245202224424,0.0,273915,273915,1698001525,False,1,39f6acee,2023-10-22_19-05-25,74.70878148078918,74.70878148078918,508657,ff5996df3739,172.17.0.2,74.70878148078918,1,,101,3,44,7.372354161278045e-05,6.53789503854266e-06,39f6acee,,,
4,0.4483568075117371,0.4483568075117371,0.011690046570881433,0.4610773432044531,0.010994203307890419,0.4610773432044531,0.010994203307890405,0.4084507042253521,0.0,0.4089773602870472,0.0,0.4089773602870471,0.0,0.34507042253521125,0.0,0.3299982119199398,0.0,0.3299982119199398,0.0,481546,481546,1698001490,True,1,64ca2ef1,2023-10-22_19-04-50,14.261447668075562,14.261447668075562,508699,ff5996df3739,172.17.0.2,14.261447668075562,1,,80,5,45,0.0006060344952782012,7.00008960546901e-06,64ca2ef1,,,
5,0.5802816901408451,0.5802816901408451,0.010643928684276655,0.5882068692984299,0.010590227089856762,0.5882068692984299,0.010590227089856765,0.40375586854460094,0.0,0.3641456254044468,0.0,0.3641456254044467,0.0,0.49295774647887325,0.0,0.4889483780551101,0.0,0.4889483780551101,0.0,312208,312208,1698001524,False,1,7c0ff04d,2023-10-22_19-05-24,33.56191420555115,33.56191420555115,508699,ff5996df3739,172.17.0.2,33.56191420555115,1,,114,3,79,0.000808725665843185,1.7571281636538705e-06,7c0ff04d,,,
6,0.4551643192488263,0.4551643192488263,0.009647287600016211,0.4669850264333649,0.00852982982878724,0.4669850264333649,0.00852982982878722,0.4131455399061033,0.0,0.41966242224149225,0.0,0.4196624222414922,0.0,0.42488262910798125,0.0,0.41712575198638246,0.0,0.4171257519863824,0.0,446421,446421,1698001550,True,1,ac26bae0,2023-10-22_19-05-50,29.83968997001648,29.83968997001648,508796,ff5996df3739,172.17.0.2,29.83968997001648,1,,70,5,22,3.567136683300715e-05,3.2688750683405957e-06,ac26bae0,,,
7,0.6424882629107982,0.6424882629107982,0.010447987363506045,0.6475734349260762,0.00951024706552393,0.6475734349260762,0.009510247065523924,0.4647887323943662,0.0,0.44167746287079507,0.0,0.4416774628707951,0.0,0.5586854460093896,0.0,0.5588363162781153,0.0,0.5588363162781154,0.0,308731,308731,1698001557,False,1,61d82a39,2023-10-22_19-05-57,32.872056007385254,32.872056007385254,508699,ff5996df3739,172.17.0.2,32.872056007385254,1,,69,3,76,0.00024019418423272434,4.214484437276011e-06,61d82a39,,,
8,0.547887323943662,0.547887323943662,0.0145160796560942,0.5572110511878783,0.013748897846866672,0.5572110511878782,0.013748897846866686,0.5,0.0,0.4960311185274556,0.0,0.4960311185274555,0.0,0.4154929577464789,0.0,0.3926312182890046,0.0,0.3926312182890046,0.0,258730,258730,1698001681,True,1,e09a5e99,2023-10-22_19-08-01,155.195983171463,155.195983171463,508657,ff5996df3739,172.17.0.2,155.195983171463,1,,92,3,29,1.1146617824150726e-05,8.231854930737303e-06,e09a5e99,,,
9,0.4657276995305164,0.4657276995305164,0.008476746518905063,0.47062138178401225,0.008624724335788814,0.47062138178401225,0.00862472433578882,0.4272300469483568,0.0,0.4188153347959753,0.0,0.41881533479597527,0.0,0.30985915492957744,0.0,0.26099575443187284,0.0,0.2609957544318729,0.0,234146,234146,1698001604,True,1,fd482a5b,2023-10-22_19-06-44,60.33679914474487,60.33679914474487,508931,ff5996df3739,172.17.0.2,60.33679914474487,1,,82,3,3,2.001203341037377e-05,6.013276113523355e-06,fd482a5b,,,
