,score,randomforest-100-accuracy (mean),randomforest-100-accuracy (std),randomforest-100-f1-score macro (mean),randomforest-100-f1-score macro (std),randomforest-100-f1-score weighted (mean),randomforest-100-f1-score weighted (std),KNN-5-accuracy (mean),KNN-5-accuracy (std),KNN-5-f1-score macro (mean),KNN-5-f1-score macro (std),KNN-5-f1-score weighted (mean),KNN-5-f1-score weighted (std),SVM-rbf-C1.0-accuracy (mean),SVM-rbf-C1.0-accuracy (std),SVM-rbf-C1.0-f1-score macro (mean),SVM-rbf-C1.0-f1-score macro (std),SVM-rbf-C1.0-f1-score weighted (mean),SVM-rbf-C1.0-f1-score weighted (std),num_params,num_trainable_params,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/batch_size,config/kernel,config/latent_dim,config/m_lambda,config/num_CL,config/num_HL,config/opt_lr,config/opt_wd,config/size_CL,logdir,error_type,error_message,error_traceback
0,0.4725352112676056,0.4725352112676056,0.0087863696113675,0.4048786870618972,0.0096372074397366,0.4048786870618972,0.0096372074397366,0.3427230046948357,0.0,0.2234232971400275,0.0,0.2234232971400275,0.0,0.4061032863849765,0.0,0.3244704722181806,0.0,0.3244704722181806,0.0,92034695,92034695,41.72242069244385,True,1,de9cfa0e,2023-10-27_22-10-23,1698444623,41.72242069244385,391324,c8afe81c666d,172.17.0.3,41.72242069244385,1,64,3,34,1.6820159714011675,3,2,0.0008125371008567332,5.351739888229111e-06,27,"/home/darlinne.soto/ray_results/P10_convtae_kuhar_p25/my_objective_function_de9cfa0e_1_batch_size=64,kernel=3,latent_dim=34,m_lambda=1.6820,num_CL=3,num_HL=2,opt_lr=0.0008,opt_wd=0.000_2023-10-27_22-09-29",,,
1,0.6352112676056338,0.6352112676056338,0.0175099119239169,0.6374310069444455,0.0176465434218973,0.6374310069444455,0.0176465434218973,0.4366197183098591,0.0,0.3964977211317057,0.0,0.3964977211317058,0.0,0.5586854460093896,0.0,0.5637107101812135,0.0,0.5637107101812135,0.0,120399758,120399758,18.52583408355713,False,1,dddb54ff,2023-10-27_22-10-11,1698444611,18.52583408355713,395480,c8afe81c666d,172.17.0.3,18.52583408355713,1,128,3,59,2.1557131421603826,2,3,2.5570965638299994e-05,5.253772291043047e-06,23,"/home/darlinne.soto/ray_results/P10_convtae_kuhar_p25/my_objective_function_dddb54ff_2_batch_size=128,kernel=3,latent_dim=59,m_lambda=2.1557,num_CL=2,num_HL=3,opt_lr=0.0000,opt_wd=0.00_2023-10-27_22-09-41",,,
2,0.5180751173708921,0.5180751173708921,0.0126869193585649,0.5099203795300549,0.0138778724093486,0.5099203795300549,0.0138778724093486,0.4413145539906103,0.0,0.4078648944495626,0.0,0.4078648944495626,0.0,0.4671361502347418,0.0,0.4466502351579244,0.0,0.4466502351579243,0.0,27035132,27035132,53.732343673706055,True,1,ab4db40d,2023-10-27_22-10-56,1698444656,53.732343673706055,395602,c8afe81c666d,172.17.0.3,53.732343673706055,1,128,3,7,2.3049659699004366,3,3,0.0007724617512694045,5.261264908508401e-06,11,"/home/darlinne.soto/ray_results/P10_convtae_kuhar_p25/my_objective_function_ab4db40d_3_batch_size=128,kernel=3,latent_dim=7,m_lambda=2.3050,num_CL=3,num_HL=3,opt_lr=0.0008,opt_wd=0.000_2023-10-27_22-09-52",,,
3,0.4821596244131455,0.4821596244131455,0.010508464453333,0.4829897997683125,0.0105178067767719,0.4829897997683126,0.0105178067767719,0.4248826291079812,0.0,0.4118992938925834,0.0,0.4118992938925835,0.0,0.3028169014084507,0.0,0.2740629720481797,0.0,0.2740629720481798,0.0,3705026,3705026,264.0517191886902,True,1,e5bcca9b,2023-10-27_22-14-35,1698444875,264.0517191886902,395480,c8afe81c666d,172.17.0.3,264.0517191886902,1,64,3,50,1.7615461889033794,4,3,1.4745863027232027e-05,3.080547419356972e-07,4,"/home/darlinne.soto/ray_results/P10_convtae_kuhar_p25/my_objective_function_e5bcca9b_4_batch_size=64,kernel=3,latent_dim=50,m_lambda=1.7615,num_CL=4,num_HL=3,opt_lr=0.0000,opt_wd=0.000_2023-10-27_22-10-02",,,
4,0.6671361502347418,0.6671361502347418,0.0087076230004654,0.6689306462813472,0.0084411257259519,0.6689306462813472,0.0084411257259519,0.6126760563380281,0.0,0.6128604153705738,0.0,0.6128604153705738,0.0,0.5328638497652582,0.0,0.503829920940633,0.0,0.503829920940633,0.0,176924978,176924978,24.579217433929443,False,1,1322e305,2023-10-27_22-10-45,1698444645,24.579217433929443,395850,c8afe81c666d,172.17.0.3,24.579217433929443,1,64,3,10,0.3448887346164561,2,3,2.5341141937075693e-05,2.4419385454155144e-06,28,"/home/darlinne.soto/ray_results/P10_convtae_kuhar_p25/my_objective_function_1322e305_5_batch_size=64,kernel=3,latent_dim=10,m_lambda=0.3449,num_CL=2,num_HL=3,opt_lr=0.0000,opt_wd=0.000_2023-10-27_22-10-11",,,
5,0.6624413145539906,0.6624413145539906,0.0098367731642051,0.6683346700215063,0.0092979268861352,0.6683346700215063,0.0092979268861352,0.4953051643192488,0.0,0.4552648392972416,0.0,0.4552648392972415,0.0,0.57981220657277,0.0,0.582862806820094,0.0,0.5828628068200938,0.0,28247686,28247686,22.587221145629883,False,1,291e40f2,2023-10-27_22-10-45,1698444645,22.587221145629883,391324,c8afe81c666d,172.17.0.3,22.587221145629883,1,128,2,84,2.8973185501151657,3,3,2.9024684173028705e-05,3.3995114805435935e-06,11,"/home/darlinne.soto/ray_results/P10_convtae_kuhar_p25/my_objective_function_291e40f2_6_batch_size=128,kernel=2,latent_dim=84,m_lambda=2.8973,num_CL=3,num_HL=3,opt_lr=0.0000,opt_wd=0.00_2023-10-27_22-10-20",,,
6,0.5992957746478874,0.5992957746478874,0.0146238667860774,0.5967081144258131,0.0142511457266972,0.5967081144258131,0.0142511457266972,0.448356807511737,0.0,0.4153232655230752,0.0,0.4153232655230752,0.0,0.380281690140845,0.0,0.362988624386483,0.0,0.362988624386483,0.0,81427668,81427668,256.0833168029785,True,1,9611ffe9,2023-10-27_22-14-50,1698444890,256.0833168029785,396090,c8afe81c666d,172.17.0.3,256.0833168029785,1,64,4,59,0.8276573048787643,2,3,0.00010467559125169404,4.150562481452905e-06,19,"/home/darlinne.soto/ray_results/P10_convtae_kuhar_p25/my_objective_function_9611ffe9_7_batch_size=64,kernel=4,latent_dim=59,m_lambda=0.8277,num_CL=2,num_HL=3,opt_lr=0.0001,opt_wd=0.000_2023-10-27_22-10-23",,,
7,0.545774647887324,0.545774647887324,0.0106154169526713,0.5556126956526823,0.0101853612921041,0.5556126956526823,0.0101853612921041,0.4342723004694835,0.0,0.430398974378721,0.0,0.430398974378721,0.0,0.1854460093896713,0.0,0.1099662152875868,0.0,0.1099662152875868,0.0,18689590,18689590,228.50254225730896,True,1,2e1dbf1b,2023-10-27_22-14-34,1698444874,228.50254225730896,395850,c8afe81c666d,172.17.0.3,228.50254225730896,1,64,2,38,1.5414342080599646,3,2,5.229292539833112e-05,4.8689915621987165e-06,12,"/home/darlinne.soto/ray_results/P10_convtae_kuhar_p25/my_objective_function_2e1dbf1b_8_batch_size=64,kernel=2,latent_dim=38,m_lambda=1.5414,num_CL=3,num_HL=2,opt_lr=0.0001,opt_wd=0.000_2023-10-27_22-10-34",,,
8,0.6279342723004694,0.6279342723004694,0.0096928745643486,0.6252264622980006,0.0094878245009542,0.6252264622980006,0.0094878245009542,0.4342723004694835,0.0,0.3898279714262128,0.0,0.3898279714262128,0.0,0.3685446009389671,0.0,0.3375777137259903,0.0,0.3375777137259903,0.0,91424737,91424737,477.093754529953,True,1,5c2f3994,2023-10-27_22-18-42,1698445122,477.093754529953,391324,c8afe81c666d,172.17.0.3,477.093754529953,1,64,4,83,0.8804868118794468,3,2,3.1501880874888225e-05,3.959653241610413e-06,27,"/home/darlinne.soto/ray_results/P10_convtae_kuhar_p25/my_objective_function_5c2f3994_9_batch_size=64,kernel=4,latent_dim=83,m_lambda=0.8805,num_CL=3,num_HL=2,opt_lr=0.0000,opt_wd=0.000_2023-10-27_22-10-45",,,
9,0.5598591549295775,0.5598591549295775,0.0060534258019847,0.5524488392384859,0.0058600083180843,0.5524488392384859,0.0058600083180843,0.5093896713615024,0.0,0.5054069339866999,0.0,0.5054069339867,0.0,0.4107981220657277,0.0,0.3758010720822174,0.0,0.3758010720822174,0.0,3687470,3687470,99.84304165840148,True,1,2efb87c5,2023-10-27_22-12-35,1698444755,99.84304165840148,396339,c8afe81c666d,172.17.0.3,99.84304165840148,1,128,3,22,1.1548400081882353,2,3,1.1631132963943064e-05,4.3572350086619955e-06,4,"/home/darlinne.soto/ray_results/P10_convtae_kuhar_p25/my_objective_function_2efb87c5_10_batch_size=128,kernel=3,latent_dim=22,m_lambda=1.1548,num_CL=2,num_HL=3,opt_lr=0.0000,opt_wd=0.0_2023-10-27_22-10-45",,,
