,score,randomforest-100-accuracy (mean),randomforest-100-accuracy (std),randomforest-100-f1-score macro (mean),randomforest-100-f1-score macro (std),randomforest-100-f1-score weighted (mean),randomforest-100-f1-score weighted (std),KNN-5-accuracy (mean),KNN-5-accuracy (std),KNN-5-f1-score macro (mean),KNN-5-f1-score macro (std),KNN-5-f1-score weighted (mean),KNN-5-f1-score weighted (std),SVM-rbf-C1.0-accuracy (mean),SVM-rbf-C1.0-accuracy (std),SVM-rbf-C1.0-f1-score macro (mean),SVM-rbf-C1.0-f1-score macro (std),SVM-rbf-C1.0-f1-score weighted (mean),SVM-rbf-C1.0-f1-score weighted (std),num_params,num_trainable_params,timestamp,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,checkpoint_dir_name,config/batch_size,config/num_CL,config/size_CL,config/kernel,config/num_HL,config/latent_dim,config/opt_lr,config/opt_wd,logdir,error_type,error_message,error_traceback
0,0.6567796610169492,0.5692372881355932,0.003957726925029031,0.5731530515208669,0.003992260901657974,0.5731530515208669,0.003992260901657926,0.5771186440677966,0.0,0.58017120281218,0.0,0.5801712028121799,0.0,0.6567796610169492,0.0,0.5916382258810051,0.0,0.5916382258810051,0.0,200202780,200202780,1699158710,False,1,81bb8c76,2023-11-05_04-31-50,263.0703957080841,263.0703957080841,88714,1105bb7c0067,172.17.0.2,263.0703957080841,1,,64,3,25,3,4,161,5.736329710245771e-05,5.380809851504252e-06,81bb8c76,,,
1,0.5877966101694916,0.5877966101694916,0.005824691619471024,0.5546150948342294,0.005565444646307761,0.5546150948342294,0.005565444646307761,0.5567796610169492,0.0,0.5309119926326751,0.0,0.5309119926326751,0.0,0.5491525423728814,0.0,0.48303706477894365,0.0,0.48303706477894365,0.0,3783290,3783290,1699158532,False,1,a1021134,2023-11-05_04-28-52,79.43480157852173,79.43480157852173,88756,1105bb7c0067,172.17.0.2,79.43480157852173,1,,128,3,4,3,3,60,1.5117034193691242e-05,2.6432445830661092e-06,a1021134,,,
2,0.71,0.71,0.0060378010612057225,0.7087478440685662,0.0057320831884044585,0.7087478440685662,0.005732083188404462,0.5889830508474576,0.0,0.5871211296168882,0.0,0.5871211296168883,0.0,0.638135593220339,0.0,0.5807356138279798,0.0,0.5807356138279798,0.0,10883969,10883969,1699158615,False,1,707aeade,2023-11-05_04-30-15,157.13296914100647,157.13296914100647,88803,1105bb7c0067,172.17.0.2,157.13296914100647,1,,64,2,9,3,2,94,2.2022319307617453e-05,8.946855099515318e-09,707aeade,,,
3,0.3610169491525424,0.21644067796610167,0.0017857040259072463,0.09811958403536791,0.0031155884219634254,0.09811958403536791,0.0031155884219634276,0.3610169491525424,0.0,0.31538515483908414,0.0,0.3153851548390841,0.0,0.2,0.0,0.07503974562798091,0.0,0.07503974562798091,0.0,2950600,2950600,1699158685,True,1,d5761a46,2023-11-05_04-31-25,153.82174801826477,153.82174801826477,88756,1105bb7c0067,172.17.0.2,153.82174801826477,1,,128,3,3,3,4,39,7.350529967054978e-05,3.0226479912114882e-06,d5761a46,,,
4,0.7594067796610169,0.7594067796610169,0.009739865570284065,0.7565447034483662,0.010082299559858506,0.7565447034483661,0.010082299559858563,0.6533898305084745,0.0,0.6469402492537576,0.0,0.6469402492537575,0.0,0.7101694915254237,0.0,0.648024966585669,0.0,0.6480249665856691,0.0,88571212,88571212,1699159351,False,1,b1313c41,2023-11-05_04-42-31,665.1826016902924,665.1826016902924,88803,1105bb7c0067,172.17.0.2,665.1826016902924,1,,128,2,26,3,2,154,1.8916107134881756e-05,7.201791755674563e-06,b1313c41,,,
5,0.7183050847457628,0.7183050847457628,0.006467384416386056,0.7205977277904015,0.006355209650909278,0.7205977277904015,0.0063552096509093365,0.6983050847457627,0.0,0.6993160648204828,0.0,0.6993160648204828,0.0,0.6432203389830509,0.0,0.5816533421725097,0.0,0.5816533421725096,0.0,16499396,16499396,1699158898,False,1,ca03ec9d,2023-11-05_04-34-58,212.65893483161926,212.65893483161926,88756,1105bb7c0067,172.17.0.2,212.65893483161926,1,,64,2,7,2,4,101,1.9745099179801417e-05,6.668574324370401e-06,ca03ec9d,,,
6,0.2,0.2,0.0,0.06666666666666668,0.0,0.06666666666666667,0.0,0.2,0.0,0.06666666666666668,0.0,0.06666666666666667,0.0,0.2,0.0,0.06666666666666668,0.0,0.06666666666666667,0.0,14986371,14986371,1699158898,True,1,bf46cc70,2023-11-05_04-34-58,188.59567499160767,188.59567499160767,88714,1105bb7c0067,172.17.0.2,188.59567499160767,1,,128,3,8,3,3,101,0.00010662005280783622,4.465179358946339e-06,bf46cc70,,,
7,0.7767796610169492,0.7767796610169492,0.007122678437101926,0.7753843443188859,0.007428238079105041,0.7753843443188859,0.007428238079105032,0.7093220338983051,0.0,0.7045757547220547,0.0,0.7045757547220547,0.0,0.735593220338983,0.0,0.6704346720926206,0.0,0.6704346720926206,0.0,10609625,10609625,1699159221,False,1,e608d35b,2023-11-05_04-40-21,323.10167717933655,323.10167717933655,88714,1105bb7c0067,172.17.0.2,323.10167717933655,1,,128,4,9,3,2,88,0.0003640528698770025,7.369590538519205e-06,e608d35b,,,
8,0.6599999999999999,0.6599999999999999,0.004700143940292202,0.6655696433313195,0.004540468052013602,0.6655696433313195,0.004540468052013637,0.6177966101694915,0.0,0.624606659434235,0.0,0.6246066594342351,0.0,0.6432203389830509,0.0,0.5783180494063427,0.0,0.5783180494063427,0.0,63696399,63696399,1699159380,True,1,efe222c2,2023-11-05_04-43-00,482.0365700721741,482.0365700721741,88756,1105bb7c0067,172.17.0.2,482.0365700721741,1,,64,2,14,3,4,103,1.172011763397532e-05,7.4780707069803185e-06,efe222c2,,,
9,0.7372033898305085,0.7372033898305085,0.0041938450954775094,0.7363742725171812,0.004151961015164937,0.7363742725171812,0.004151961015164929,0.6847457627118644,0.0,0.6778107840952319,0.0,0.6778107840952319,0.0,0.6169491525423729,0.0,0.5532408201171295,0.0,0.5532408201171294,0.0,59040905,59040905,1699159354,False,1,e3e39a92,2023-11-05_04-42-34,132.6373941898346,132.6373941898346,88714,1105bb7c0067,172.17.0.2,132.6373941898346,1,,128,3,16,3,3,141,0.00011917537789994294,1.2365889877769866e-06,e3e39a92,,,
