,score,randomforest-100-accuracy (mean),randomforest-100-accuracy (std),randomforest-100-f1-score macro (mean),randomforest-100-f1-score macro (std),randomforest-100-f1-score weighted (mean),randomforest-100-f1-score weighted (std),KNN-5-accuracy (mean),KNN-5-accuracy (std),KNN-5-f1-score macro (mean),KNN-5-f1-score macro (std),KNN-5-f1-score weighted (mean),KNN-5-f1-score weighted (std),SVM-rbf-C1.0-accuracy (mean),SVM-rbf-C1.0-accuracy (std),SVM-rbf-C1.0-f1-score macro (mean),SVM-rbf-C1.0-f1-score macro (std),SVM-rbf-C1.0-f1-score weighted (mean),SVM-rbf-C1.0-f1-score weighted (std),num_params,num_trainable_params,timestamp,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,checkpoint_dir_name,config/batch_size,config/num_CL,config/size_CL,config/kernel,config/num_HL,config/m_lambda,config/latent_dim,config/opt_lr,config/opt_wd,logdir,error_type,error_message,error_traceback
0,0.6516666666666667,0.6516666666666667,0.01010433103520141,0.6498985722370665,0.010243879866700655,0.6498985722370665,0.010243879866700611,0.5857142857142857,0.0,0.5892472662687057,0.0,0.5892472662687056,0.0,0.5619047619047619,0.0,0.5169927525455248,0.0,0.5169927525455248,0.0,75800495,75800495,1698878074,False,1,c17ba0ae,2023-11-01_22-34-34,138.09094262123108,138.09094262123108,696,3416aedad5f4,172.17.0.2,138.09094262123108,1,,64,3,18,3,3,1.4675974923326307,225,0.0002106344372463098,6.905219373622968e-06,c17ba0ae,,,
1,0.6966666666666667,0.6966666666666667,0.008597842897746571,0.6951643239771258,0.009023214747683564,0.6951643239771257,0.00902321474768353,0.6738095238095239,0.0,0.6712166634580767,0.0,0.6712166634580768,0.0,0.5880952380952381,0.0,0.5372979397769445,0.0,0.5372979397769446,0.0,104710132,104710132,1698878216,False,1,36677edb,2023-11-01_22-36-56,140.07215976715088,140.07215976715088,696,3416aedad5f4,172.17.0.2,140.07215976715088,1,,64,3,27,2,2,1.4354345384145675,592,0.00018393863204993322,2.691488517911196e-06,36677edb,,,
2,0.6761904761904762,0.6554761904761907,0.008112726208286122,0.6430312591726306,0.00846564978231143,0.6430312591726306,0.008465649782311423,0.6761904761904762,0.0,0.6712385945987854,0.0,0.6712385945987853,0.0,0.5404761904761904,0.0,0.477539874379241,0.0,0.477539874379241,0.0,72515928,72515928,1698878339,True,1,720dfcdb,2023-11-01_22-38-59,120.71256971359253,120.71256971359253,696,3416aedad5f4,172.17.0.2,120.71256971359253,1,,128,4,17,4,3,0.9592386081646016,657,2.543877782840151e-05,9.181776298249506e-06,720dfcdb,,,
3,0.5580952380952381,0.5580952380952381,0.006998542122237647,0.5673395366527147,0.007640093526238749,0.5673395366527145,0.007640093526238805,0.5238095238095238,0.0,0.5286320134757463,0.0,0.5286320134757462,0.0,0.44285714285714284,0.0,0.40713252103882186,0.0,0.4071325210388219,0.0,75469317,75469317,1698878677,True,1,81b18dbf,2023-11-01_22-44-37,337.39258551597595,337.39258551597595,696,3416aedad5f4,172.17.0.2,337.39258551597595,1,,128,2,17,2,3,2.486677949537531,602,0.0008739909776947549,1.4573099621808129e-06,81b18dbf,,,
4,0.7002380952380952,0.7002380952380952,0.013103893243635248,0.7031692241588708,0.013500597748503922,0.703169224158871,0.01350059774850391,0.5880952380952381,0.0,0.5882582032074949,0.0,0.5882582032074949,0.0,0.6333333333333333,0.0,0.6367000930096277,0.0,0.6367000930096276,0.0,113023469,113023469,1698879624,False,1,e8220c32,2023-11-01_23-00-24,947.1915378570557,947.1915378570557,696,3416aedad5f4,172.17.0.2,947.1915378570557,1,,128,2,29,3,2,1.000636284249211,306,0.00040371797819204185,7.881333654406924e-06,e8220c32,,,
5,0.6173809523809524,0.6173809523809524,0.008251296881506392,0.6173050798568342,0.00895087393962305,0.6173050798568342,0.008950873939623042,0.580952380952381,0.0,0.580007252576133,0.0,0.580007252576133,0.0,0.23809523809523808,0.0,0.14152677683305753,0.0,0.14152677683305753,0.0,18246437,18246437,1698879831,True,1,b2aa092a,2023-11-01_23-03-51,206.94305801391602,206.94305801391602,696,3416aedad5f4,172.17.0.2,206.94305801391602,1,,128,4,9,3,3,1.457425054651569,50,1.2750081738242937e-05,5.709236246259029e-06,b2aa092a,,,
6,0.6195238095238095,0.6195238095238095,0.00758922735738532,0.6299256913791853,0.007102912822269205,0.6299256913791853,0.007102912822269154,0.5,0.0,0.4993103270601578,0.0,0.499310327060158,0.0,0.5523809523809524,0.0,0.5466391227014844,0.0,0.5466391227014845,0.0,89442625,89442625,1698880720,True,1,8396dbab,2023-11-01_23-18-40,888.8103978633881,888.8103978633881,696,3416aedad5f4,172.17.0.2,888.8103978633881,1,,64,4,25,2,2,1.0935299806054226,556,0.00016095925775839749,2.4237727899045184e-06,8396dbab,,,
7,0.6654761904761906,0.6654761904761906,0.00575875553449896,0.6628339136905165,0.0064638545345550216,0.6628339136905165,0.006463854534554981,0.6214285714285714,0.0,0.6217557410211204,0.0,0.6217557410211204,0.0,0.5523809523809524,0.0,0.5256235914131681,0.0,0.5256235914131681,0.0,116994781,116994781,1698880874,True,1,4d94f912,2023-11-01_23-21-14,153.88837885856628,153.88837885856628,696,3416aedad5f4,172.17.0.2,153.88837885856628,1,,64,4,18,2,4,1.734635859761046,683,6.853926885675622e-05,5.492276820568079e-06,4d94f912,,,
8,0.5447619047619048,0.5447619047619048,0.015200847332868936,0.5508718258576859,0.015138906585341096,0.5508718258576859,0.015138906585341092,0.46190476190476193,0.0,0.47049033735795676,0.0,0.4704903373579568,0.0,0.41904761904761906,0.0,0.3516449911804291,0.0,0.3516449911804291,0.0,29414989,29414989,1698881341,True,1,38bba67e,2023-11-01_23-29-01,466.955011844635,466.955011844635,696,3416aedad5f4,172.17.0.2,466.955011844635,1,,64,3,10,2,3,1.0367048164438584,679,2.1379494456560663e-05,5.358146162604389e-06,38bba67e,,,
9,0.6857142857142857,0.6823809523809524,0.009943149056105294,0.6765060644700844,0.010324603761636676,0.6765060644700844,0.01032460376163669,0.6857142857142857,0.0,0.6751771138648882,0.0,0.6751771138648881,0.0,0.6023809523809524,0.0,0.5508662739412336,0.0,0.5508662739412337,0.0,105066216,105066216,1698881487,False,1,64787b10,2023-11-01_23-31-27,134.05297875404358,134.05297875404358,696,3416aedad5f4,172.17.0.2,134.05297875404358,1,,64,4,18,3,4,1.8292396764664987,238,1.3853027931393282e-05,6.024082286533385e-06,64787b10,,,
10,0.5707142857142856,0.5707142857142856,0.006568149630539866,0.5815194623647761,0.006443005412985734,0.5815194623647761,0.006443005412985712,0.5190476190476191,0.0,0.5183778740491017,0.0,0.5183778740491017,0.0,0.4452380952380952,0.0,0.4071513437116551,0.0,0.4071513437116551,0.0,74278250,74278250,1698881992,True,1,fafe4776,2023-11-01_23-39-52,504.58783197402954,504.58783197402954,696,3416aedad5f4,172.17.0.2,504.58783197402954,1,,64,4,18,4,3,1.8710866618928645,284,0.00011137496922334681,4.121847190018256e-06,fafe4776,,,
11,0.6566666666666668,0.6566666666666668,0.010530163994045686,0.6346745146616314,0.010574171693756055,0.6346745146616314,0.010574171693756029,0.5976190476190476,0.0,0.5846625013703066,0.0,0.5846625013703066,0.0,0.6023809523809524,0.0,0.5823381269419826,0.0,0.5823381269419826,0.0,11630817,11630817,1698882080,True,1,3945b250,2023-11-01_23-41-20,88.1499490737915,88.1499490737915,696,3416aedad5f4,172.17.0.2,88.1499490737915,1,,64,3,5,3,4,1.210812731719921,564,0.00032290947203135565,7.119523623984337e-06,3945b250,,,
12,0.6995238095238095,0.6995238095238095,0.011605769149479937,0.692335301816639,0.012632848954907454,0.6923353018166392,0.012632848954907457,0.6309523809523809,0.0,0.6361325296394248,0.0,0.636132529639425,0.0,0.5380952380952381,0.0,0.5100660584971201,0.0,0.51006605849712,0.0,59779380,59779380,1698882193,False,1,01a6a21e,2023-11-01_23-43-13,112.74932336807251,112.74932336807251,696,3416aedad5f4,172.17.0.2,112.74932336807251,1,,64,3,16,2,3,0.41087834952224,124,0.00015016429209253846,1.3115422038977043e-06,01a6a21e,,,
13,0.6207142857142858,0.6207142857142858,0.005739033711044744,0.6210916207311334,0.0050018474263256755,0.6210916207311334,0.005001847426325705,0.5476190476190477,0.0,0.5578397177851381,0.0,0.5578397177851381,0.0,0.5119047619047619,0.0,0.4659733812221587,0.0,0.46597338122215876,0.0,80706953,80706953,1698882332,True,1,ddcd9367,2023-11-01_23-45-32,138.62100982666016,138.62100982666016,696,3416aedad5f4,172.17.0.2,138.62100982666016,1,,64,3,18,2,3,0.27046618896642927,441,0.00013864188828824618,8.036026630213507e-06,ddcd9367,,,
14,0.7119047619047619,0.7047619047619047,0.007896725691322395,0.6921545442700493,0.00790505811107623,0.6921545442700493,0.007905058111076257,0.7119047619047619,0.0,0.7029954670617505,0.0,0.7029954670617505,0.0,0.5738095238095238,0.0,0.528997849160629,0.0,0.528997849160629,0.0,163954251,163954251,1698882482,False,1,b0bbc3f0,2023-11-01_23-48-02,150.5136203765869,150.5136203765869,696,3416aedad5f4,172.17.0.2,150.5136203765869,1,,64,4,22,3,4,2.7487229147860366,567,3.0983694650650855e-05,9.400087674157652e-06,b0bbc3f0,,,
15,0.7197619047619048,0.7197619047619048,0.009645061476442411,0.7148373663474737,0.01092596719258166,0.7148373663474736,0.010925967192581681,0.35,0.0,0.3177398789478624,0.0,0.31773987894786243,0.0,0.611904761904762,0.0,0.5888992337030071,0.0,0.5888992337030072,0.0,13447580,13447580,1698883474,False,1,ce5dde94,2023-11-02_00-04-34,991.6088669300079,991.6088669300079,696,3416aedad5f4,172.17.0.2,991.6088669300079,1,,64,2,10,3,2,0.7973129044150858,106,4.513244736560574e-05,7.523966073510485e-06,ce5dde94,,,
16,0.5166666666666667,0.49523809523809526,0.007604152106033952,0.511458282990993,0.007316224020149104,0.511458282990993,0.00731622402014911,0.5166666666666667,0.0,0.5246691574610994,0.0,0.5246691574610993,0.0,0.42857142857142855,0.0,0.3553633183053618,0.0,0.35536331830536183,0.0,35978199,35978199,1698883776,True,1,b2783a46,2023-11-02_00-09-36,301.9284563064575,301.9284563064575,696,3416aedad5f4,172.17.0.2,301.9284563064575,1,,128,3,12,2,3,0.5100415267704155,303,7.667534428570813e-05,9.366222793332748e-06,b2783a46,,,
17,0.6442857142857144,0.6442857142857144,0.008663526380314413,0.6493317469622804,0.008704659121698556,0.6493317469622804,0.008704659121698561,0.6404761904761904,0.0,0.6439026798890057,0.0,0.6439026798890058,0.0,0.3547619047619048,0.0,0.30177191089200406,0.0,0.3017719108920041,0.0,15882547,15882547,1698883994,True,1,6a1bf01d,2023-11-02_00-13-14,218.22671961784363,218.22671961784363,696,3416aedad5f4,172.17.0.2,218.22671961784363,1,,64,4,11,3,2,1.6580950798746363,112,1.9857703811361875e-05,1.9248038218613863e-06,6a1bf01d,,,
18,0.695952380952381,0.695952380952381,0.011170194386418947,0.69034481022732,0.011222156116332734,0.6903448102273199,0.011222156116332727,0.6857142857142857,0.0,0.6843627415211531,0.0,0.6843627415211532,0.0,0.6285714285714286,0.0,0.5865616506878736,0.0,0.5865616506878736,0.0,83694946,83694946,1698884083,False,1,2aa1f8c4,2023-11-02_00-14-43,88.47557878494263,88.47557878494263,696,3416aedad5f4,172.17.0.2,88.47557878494263,1,,64,2,19,3,3,1.696510921181452,139,5.128596809950907e-05,1.2057621242106588e-06,2aa1f8c4,,,
19,0.593095238095238,0.593095238095238,0.006339774740806809,0.6016104923685546,0.0057244125200273865,0.6016104923685546,0.005724412520027416,0.580952380952381,0.0,0.5857626885553063,0.0,0.5857626885553062,0.0,0.35,0.0,0.2691313795938825,0.0,0.26913137959388256,0.0,11364308,11364308,1698884187,True,1,de1c558f,2023-11-02_00-16-27,104.50442266464233,104.50442266464233,696,3416aedad5f4,172.17.0.2,104.50442266464233,1,,64,3,6,3,4,2.4573494682354995,12,1.2533440885802764e-05,1.7206092228101323e-06,de1c558f,,,
20,0.7121428571428571,0.7121428571428571,0.01012674777054131,0.7146144369181548,0.010881984153404592,0.7146144369181548,0.010881984153404632,0.4357142857142857,0.0,0.4167184353295925,0.0,0.4167184353295925,0.0,0.6142857142857143,0.0,0.6036809150778213,0.0,0.6036809150778212,0.0,73973086,73973086,1698886824,False,1,1f9f5ff9,2023-11-02_01-00-24,2636.635726213455,2636.635726213455,696,3416aedad5f4,172.17.0.2,2636.635726213455,1,,64,2,23,4,2,2.764925633048141,457,3.562736574605244e-05,9.774737355806438e-06,1f9f5ff9,,,
21,0.7326190476190477,0.7326190476190477,0.011068227903970919,0.7327263308344267,0.011582666454107415,0.7327263308344267,0.011582666454107396,0.3738095238095238,0.0,0.3392497869020499,0.0,0.3392497869020499,0.0,0.6023809523809524,0.0,0.5549571302426236,0.0,0.5549571302426236,0.0,138564986,138564986,1698890375,False,1,3a4157dc,2023-11-02_01-59-35,3551.4728848934174,3551.4728848934174,696,3416aedad5f4,172.17.0.2,3551.4728848934174,1,,64,2,32,4,2,0.6899949361546233,442,3.141983217575645e-05,9.997298638600202e-06,3a4157dc,,,
22,0.6447619047619048,0.6447619047619048,0.017162686943752482,0.6339647358841506,0.01771730205569943,0.6339647358841507,0.017717302055699442,0.6166666666666667,0.0,0.6173001417484175,0.0,0.6173001417484176,0.0,0.5404761904761904,0.0,0.48431589049902196,0.0,0.484315890499022,0.0,129854055,129854055,1698890555,True,1,916979a1,2023-11-02_02-02-35,179.70920658111572,179.70920658111572,696,3416aedad5f4,172.17.0.2,179.70920658111572,1,,64,2,31,4,2,0.7160684613659382,420,4.616916762174608e-05,8.347836043718423e-06,916979a1,,,
23,0.6497619047619049,0.6497619047619049,0.010618620533798938,0.6596185903741103,0.010068575087464775,0.6596185903741103,0.010068575087464796,0.5476190476190477,0.0,0.5462090967874041,0.0,0.546209096787404,0.0,0.5452380952380952,0.0,0.5219912204980655,0.0,0.5219912204980653,0.0,1432864,1432864,1698890915,True,1,e083b254,2023-11-02_02-08-35,359.7387909889221,359.7387909889221,696,3416aedad5f4,172.17.0.2,359.7387909889221,1,,64,2,2,4,2,0.13189995228098383,488,7.415508734386681e-05,3.913025891650253e-06,e083b254,,,
