,score,randomforest-100-accuracy (mean),randomforest-100-accuracy (std),randomforest-100-f1-score macro (mean),randomforest-100-f1-score macro (std),randomforest-100-f1-score weighted (mean),randomforest-100-f1-score weighted (std),KNN-5-accuracy (mean),KNN-5-accuracy (std),KNN-5-f1-score macro (mean),KNN-5-f1-score macro (std),KNN-5-f1-score weighted (mean),KNN-5-f1-score weighted (std),SVM-rbf-C1.0-accuracy (mean),SVM-rbf-C1.0-accuracy (std),SVM-rbf-C1.0-f1-score macro (mean),SVM-rbf-C1.0-f1-score macro (std),SVM-rbf-C1.0-f1-score weighted (mean),SVM-rbf-C1.0-f1-score weighted (std),num_params,num_trainable_params,timestamp,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,checkpoint_dir_name,config/batch_size,config/num_CL,config/size_CL,config/kernel,config/num_HL,config/latent_dim,config/opt_lr,config/opt_wd,logdir,error_type,error_message,error_traceback
0,0.6960169491525423,0.6960169491525423,0.005127643900815527,0.6982186115420801,0.004933248022952068,0.6982186115420801,0.004933248022952076,0.6059322033898306,0.0,0.6100158771699098,0.0,0.6100158771699098,0.0,0.6076271186440678,0.0,0.544450348328391,0.0,0.5444503483283909,0.0,11327359,11327359,1699053270,False,1,2256955d,2023-11-03_23-14-30,106.55060958862305,106.55060958862305,84748,1105bb7c0067,172.17.0.2,106.55060958862305,1,,128,3,7,2,3,35,1.56563547745391e-05,7.594739081850498e-06,2256955d,,,
1,0.5466101694915254,0.54,0.004284482935513412,0.5471361317712441,0.003987321916716785,0.5471361317712442,0.0039873219167167505,0.5466101694915254,0.0,0.5531312324768904,0.0,0.5531312324768907,0.0,0.5296610169491526,0.0,0.4670514186524204,0.0,0.46705141865242034,0.0,11743952,11743952,1699053361,True,1,e38cbb68,2023-11-03_23-16-01,184.88291716575623,184.88291716575623,84853,1105bb7c0067,172.17.0.2,184.88291716575623,1,,128,3,6,3,4,70,9.731094442258243e-05,8.930585466577814e-06,e38cbb68,,,
2,0.6919491525423729,0.6919491525423729,0.00484238800920735,0.6913181772015269,0.005004817472344161,0.6913181772015269,0.005004817472344173,0.6677966101694915,0.0,0.6633586078292735,0.0,0.6633586078292734,0.0,0.6601694915254237,0.0,0.5979863597977599,0.0,0.5979863597977598,0.0,140644472,140644472,1699053550,False,1,d144a1d8,2023-11-03_23-19-10,367.3071286678314,367.3071286678314,84900,1105bb7c0067,172.17.0.2,367.3071286678314,1,,64,3,25,3,3,63,0.0002697286387826664,4.301314405756495e-06,d144a1d8,,,
3,0.7699152542372881,0.7699152542372881,0.007553790634148925,0.768782877822636,0.007893109856975682,0.768782877822636,0.007893109856975679,0.6703389830508475,0.0,0.6743671789244973,0.0,0.6743671789244972,0.0,0.7338983050847457,0.0,0.6788963648610984,0.0,0.6788963648610985,0.0,12886241,12886241,1699053608,False,1,21229693,2023-11-03_23-20-08,337.78778529167175,337.78778529167175,84748,1105bb7c0067,172.17.0.2,337.78778529167175,1,,128,3,10,4,2,79,0.0005013503636917877,6.641922169639278e-06,21229693,,,
4,0.6326271186440678,0.6326271186440678,0.007262964020700283,0.634170851680314,0.007185878105726214,0.634170851680314,0.007185878105726215,0.5720338983050848,0.0,0.5782968971004717,0.0,0.5782968971004717,0.0,0.6169491525423729,0.0,0.5978420000059554,0.0,0.5978420000059554,0.0,31831339,31831339,1699053435,True,1,50c425e7,2023-11-03_23-17-15,73.06054735183716,73.06054735183716,84853,1105bb7c0067,172.17.0.2,73.06054735183716,1,,64,4,16,3,2,9,1.6421695546158725e-05,1.2399051989398635e-06,50c425e7,,,
5,0.6019491525423729,0.6019491525423729,0.006064505309428773,0.6077889513270784,0.005866008528105584,0.6077889513270784,0.005866008528105618,0.5864406779661017,0.0,0.5925440405277442,0.0,0.5925440405277441,0.0,0.5076271186440678,0.0,0.44898667961617755,0.0,0.44898667961617755,0.0,5212797,5212797,1699053689,True,1,0ad7c62d,2023-11-03_23-21-29,254.22811007499695,254.22811007499695,84853,1105bb7c0067,172.17.0.2,254.22811007499695,1,,128,3,4,3,4,45,0.00010935313336860145,9.688717259270272e-06,0ad7c62d,,,
6,0.2,0.2,0.0,0.06666666666666668,0.0,0.06666666666666667,0.0,0.2,0.0,0.06666666666666668,0.0,0.06666666666666667,0.0,0.2,0.0,0.06666666666666668,0.0,0.06666666666666667,0.0,73527266,73527266,1699053612,True,1,e6e99265,2023-11-03_23-20-12,61.72158718109131,61.72158718109131,84900,1105bb7c0067,172.17.0.2,61.72158718109131,1,,64,2,18,3,3,32,6.379865392290159e-05,9.472645704120077e-06,e6e99265,,,
7,0.6827118644067797,0.6827118644067797,0.004706251992174507,0.6871062323465855,0.0045737579097934935,0.6871062323465854,0.004573757909793479,0.6406779661016949,0.0,0.6416238385889018,0.0,0.6416238385889017,0.0,0.6372881355932203,0.0,0.5755969053987684,0.0,0.5755969053987684,0.0,138720288,138720288,1699054302,True,1,208980a2,2023-11-03_23-31-42,693.942191362381,693.942191362381,84748,1105bb7c0067,172.17.0.2,693.942191362381,1,,64,4,25,3,3,47,0.0002198823126323675,7.442072784339904e-06,208980a2,,,
8,0.2,0.2,0.0,0.06666666666666668,0.0,0.06666666666666667,0.0,0.2,0.0,0.06666666666666668,0.0,0.06666666666666667,0.0,0.2,0.0,0.06666666666666668,0.0,0.06666666666666667,0.0,164059179,164059179,1699053707,True,1,9ddf18a0,2023-11-03_23-21-47,94.4613835811615,94.4613835811615,84900,1105bb7c0067,172.17.0.2,94.4613835811615,1,,64,4,23,3,4,6,0.00037894606491463195,3.903981664043664e-06,9ddf18a0,,,
9,0.2,0.2,0.0,0.06666666666666668,0.0,0.06666666666666667,0.0,0.1788135593220339,0.0,0.10828427451580129,0.0,0.10828427451580129,0.0,0.2,0.0,0.06666666666666668,0.0,0.06666666666666667,0.0,26186052,26186052,1699053766,True,1,c56eb1ee,2023-11-03_23-22-46,76.81538844108582,76.81538844108582,84853,1105bb7c0067,172.17.0.2,76.81538844108582,1,,128,3,9,3,4,81,0.00014313558772606407,1.869010814645733e-06,c56eb1ee,,,
10,0.6954237288135593,0.6954237288135593,0.006980088231177624,0.6995339853053084,0.006798482172461119,0.6995339853053082,0.006798482172461153,0.6449152542372881,0.0,0.650830209763159,0.0,0.650830209763159,0.0,0.6296610169491526,0.0,0.5601184023618965,0.0,0.5601184023618965,0.0,81296086,81296086,1699054341,False,1,ade0e1c5,2023-11-03_23-32-21,634.4761583805084,634.4761583805084,84900,1105bb7c0067,172.17.0.2,634.4761583805084,1,,64,2,16,4,4,62,1.4631686484598912e-05,5.440410267275999e-06,ade0e1c5,,,
11,0.7040677966101696,0.7040677966101696,0.005207556439232962,0.7073799457711883,0.00513391632134437,0.7073799457711883,0.005133916321344375,0.6779661016949152,0.0,0.6811910317584018,0.0,0.6811910317584018,0.0,0.6593220338983051,0.0,0.5963535762925584,0.0,0.5963535762925584,0.0,178132621,178132621,1699054420,False,1,1092f26a,2023-11-03_23-33-40,654.6285259723663,654.6285259723663,84853,1105bb7c0067,172.17.0.2,654.6285259723663,1,,128,3,28,2,3,19,1.3703295176419928e-05,3.3569533507338505e-06,1092f26a,,,
12,0.561864406779661,0.2046610169491525,0.0009474864311439736,0.07605049860352667,0.0018957615582487844,0.07605049860352667,0.001895761558248788,0.561864406779661,0.0,0.5611075197994404,0.0,0.5611075197994404,0.0,0.20254237288135593,0.0,0.07842203104755315,0.0,0.07842203104755313,0.0,44667000,44667000,1699054522,True,1,490d8b6b,2023-11-03_23-35-22,220.4734284877777,220.4734284877777,84748,1105bb7c0067,172.17.0.2,220.4734284877777,1,,128,2,14,3,3,40,1.9335430437393252e-05,2.835677008848019e-06,490d8b6b,,,
13,0.2,0.2,0.0,0.06666666666666668,0.0,0.06666666666666667,0.0,0.2,0.0,0.06666666666666668,0.0,0.06666666666666667,0.0,0.2,0.0,0.06666666666666668,0.0,0.06666666666666667,0.0,3741295,3741295,1699054391,True,1,52dab4f2,2023-11-03_23-33-11,50.22056865692139,50.22056865692139,84900,1105bb7c0067,172.17.0.2,50.22056865692139,1,,64,2,4,3,3,37,0.00038911443169018363,4.130946172338579e-06,52dab4f2,,,
14,0.6491525423728813,0.6061016949152542,0.006271186440677984,0.6088831682889622,0.006440556849177676,0.6088831682889622,0.006440556849177721,0.5991525423728814,0.0,0.6023572750345665,0.0,0.6023572750345665,0.0,0.6491525423728813,0.0,0.5861187201547309,0.0,0.5861187201547309,0.0,186774974,186774974,1699054683,True,1,f019e1fb,2023-11-03_23-38-03,291.7371380329132,291.7371380329132,84900,1105bb7c0067,172.17.0.2,291.7371380329132,1,,64,4,29,3,3,59,3.3553458734766104e-05,3.75632774969692e-07,f019e1fb,,,
15,0.5627118644067797,0.5605084745762712,0.0055726380416181555,0.5646297324720174,0.005492953770249183,0.5646297324720174,0.0054929537702491935,0.5627118644067797,0.0,0.5674480377158949,0.0,0.567448037715895,0.0,0.4483050847457627,0.0,0.3963796829300147,0.0,0.39637968293001474,0.0,11047133,11047133,1699054761,True,1,b6fae2ec,2023-11-03_23-39-21,340.46595525741577,340.46595525741577,84853,1105bb7c0067,172.17.0.2,340.46595525741577,1,,64,4,7,4,3,80,4.015602366411012e-05,6.429252480356055e-06,b6fae2ec,,,
16,0.5896610169491525,0.5896610169491525,0.0032778101026802865,0.5952367955597067,0.0033004040812552454,0.5952367955597067,0.0033004040812552086,0.5474576271186441,0.0,0.5542806515582815,0.0,0.5542806515582815,0.0,0.502542372881356,0.0,0.4358764017785271,0.0,0.4358764017785272,0.0,5690448,5690448,1699055264,True,1,d462a7c2,2023-11-03_23-47-44,742.0566263198853,742.0566263198853,84748,1105bb7c0067,172.17.0.2,742.0566263198853,1,,128,4,5,4,3,69,9.481808995021243e-05,7.652378145368492e-06,d462a7c2,,,
17,0.6602542372881356,0.6602542372881356,0.004523391913587291,0.6649277166054092,0.004359890166037079,0.6649277166054092,0.0043598901660370564,0.5957627118644068,0.0,0.59239742857674,0.0,0.5923974285767398,0.0,0.21271186440677967,0.0,0.09522091175813178,0.0,0.09522091175813178,0.0,8055980,8055980,1699054906,True,1,1da6751b,2023-11-03_23-41-46,222.6712827682495,222.6712827682495,84900,1105bb7c0067,172.17.0.2,222.6712827682495,1,,64,3,5,4,4,64,2.1935613213325667e-05,2.2773646172102605e-06,1da6751b,,,
18,0.7204237288135593,0.7204237288135593,0.0057782691300782354,0.7189373898218455,0.006031015825581264,0.7189373898218455,0.006031015825581239,0.6110169491525423,0.0,0.6130643723917099,0.0,0.6130643723917097,0.0,0.6042372881355932,0.0,0.5321362910912386,0.0,0.5321362910912385,0.0,185196260,185196260,1699054917,False,1,562ac5e2,2023-11-03_23-41-57,156.43580269813538,156.43580269813538,84853,1105bb7c0067,172.17.0.2,156.43580269813538,1,,64,3,29,4,3,38,1.0430457269781046e-05,5.36771613235754e-06,562ac5e2,,,
19,0.2,0.2,0.0,0.06666666666666668,0.0,0.06666666666666667,0.0,0.2,0.0,0.06666666666666668,0.0,0.06666666666666667,0.0,0.2,0.0,0.06666666666666668,0.0,0.06666666666666667,0.0,60931881,60931881,1699054964,True,1,387c2b95,2023-11-03_23-42-44,58.25529766082764,58.25529766082764,84900,1105bb7c0067,172.17.0.2,58.25529766082764,1,,64,3,22,3,2,17,0.00043023464616492613,4.329443244200704e-06,387c2b95,,,
20,0.2,0.2,0.0,0.06666666666666668,0.0,0.06666666666666667,0.0,0.2,0.0,0.06666666666666668,0.0,0.06666666666666667,0.0,0.2,0.0,0.06666666666666668,0.0,0.06666666666666667,0.0,15600630,15600630,1699054969,True,1,35352996,2023-11-03_23-42-49,51.91152787208557,51.91152787208557,84853,1105bb7c0067,172.17.0.2,51.91152787208557,1,,128,3,11,4,2,88,0.0009857078747984316,5.974132424891805e-06,35352996,,,
